id,name,time_submit,time_start,time_end,user,group,time_limit,required_cpus,used portion of time limit,avg_aborted_task,Average congestion,Average cpus,Duration (minutes),Wait time / time limit,Average time_limit,task_time,state
 fen1.bg.cmc.msu.ru.10920073, fen1.bg.cmc.msu.ru.10920073,2017-01-13 18:19,2017-01-13 18:20,2017-01-13 18:20,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920074, fen1.bg.cmc.msu.ru.10920074,2017-01-13 18:19,2017-01-13 18:20,2017-01-13 18:21,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920075, fen1.bg.cmc.msu.ru.10920075,2017-01-13 18:19,2017-01-13 18:25,2017-01-13 18:25,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920077, fen1.bg.cmc.msu.ru.10920077,2017-01-13 18:19,2017-01-13 18:21,2017-01-13 18:21,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920078, fen1.bg.cmc.msu.ru.10920078,2017-01-13 18:19,2017-01-13 18:21,2017-01-13 18:22,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920079, fen1.bg.cmc.msu.ru.10920079,2017-01-13 18:19,2017-01-13 18:19,2017-01-13 18:19,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920080, fen1.bg.cmc.msu.ru.10920080,2017-01-13 18:19,2017-01-13 18:22,2017-01-13 18:23,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920081, fen1.bg.cmc.msu.ru.10920081,2017-01-13 18:19,2017-01-13 18:25,2017-01-13 18:25,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920083, fen1.bg.cmc.msu.ru.10920083,2017-01-13 18:19,2017-01-13 18:22,2017-01-13 18:22,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920084, fen1.bg.cmc.msu.ru.10920084,2017-01-13 18:19,2017-01-13 18:22,2017-01-13 18:22,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920085, fen1.bg.cmc.msu.ru.10920085,2017-01-13 18:19,2017-01-13 18:23,2017-01-13 18:24,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920086, fen1.bg.cmc.msu.ru.10920086,2017-01-13 18:19,2017-01-13 18:23,2017-01-13 18:23,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920087, fen1.bg.cmc.msu.ru.10920087,2017-01-13 18:19,2017-01-13 18:25,2017-01-13 18:26,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920089, fen1.bg.cmc.msu.ru.10920089,2017-01-13 18:32,2017-01-13 18:33,2017-01-13 18:33,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920090, fen1.bg.cmc.msu.ru.10920090,2017-01-13 18:32,2017-01-13 18:33,2017-01-13 18:34,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920091, fen1.bg.cmc.msu.ru.10920091,2017-01-13 18:32,2017-01-13 18:33,2017-01-13 18:33,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920092, fen1.bg.cmc.msu.ru.10920092,2017-01-13 18:32,2017-01-13 18:33,2017-01-13 18:34,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920093, fen1.bg.cmc.msu.ru.10920093,2017-01-13 18:33,2017-01-13 18:35,2017-01-13 18:35,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Removed
 fen1.bg.cmc.msu.ru.10920095, fen1.bg.cmc.msu.ru.10920095,2017-01-13 18:33,2017-01-13 18:34,2017-01-13 18:34,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920096, fen1.bg.cmc.msu.ru.10920096,2017-01-13 18:33,2017-01-13 18:34,2017-01-13 18:34,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920097, fen1.bg.cmc.msu.ru.10920097,2017-01-13 18:33,2017-01-13 18:34,2017-01-13 18:35,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920098, fen1.bg.cmc.msu.ru.10920098,2017-01-13 18:33,2017-01-13 18:35,2017-01-13 18:35,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920101, fen1.bg.cmc.msu.ru.10920101,2017-01-13 18:33,2017-01-13 18:35,2017-01-13 18:35,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920102, fen1.bg.cmc.msu.ru.10920102,2017-01-13 18:33,2017-01-13 18:35,2017-01-13 18:35,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Removed
 fen1.bg.cmc.msu.ru.10920104, fen1.bg.cmc.msu.ru.10920104,2017-01-13 18:33,2017-01-13 18:36,2017-01-13 18:36,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Removed
 fen1.bg.cmc.msu.ru.10920110, fen1.bg.cmc.msu.ru.10920110,2017-01-13 18:33,2017-01-13 18:36,2017-01-13 18:36,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Removed
 fen1.bg.cmc.msu.ru.10920111, fen1.bg.cmc.msu.ru.10920111,2017-01-13 18:33,2017-01-13 18:36,2017-01-13 18:36,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920113, fen1.bg.cmc.msu.ru.10920113,2017-01-13 18:38,2017-01-13 18:38,2017-01-13 18:38,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920114, fen1.bg.cmc.msu.ru.10920114,2017-01-13 18:38,2017-01-13 18:38,2017-01-13 18:39,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920115, fen1.bg.cmc.msu.ru.10920115,2017-01-13 18:38,2017-01-13 18:38,2017-01-13 18:38,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920116, fen1.bg.cmc.msu.ru.10920116,2017-01-13 18:38,2017-01-13 18:39,2017-01-13 18:41,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,2, Completed
 fen1.bg.cmc.msu.ru.10920117, fen1.bg.cmc.msu.ru.10920117,2017-01-13 18:38,2017-01-13 18:44,2017-01-13 18:45,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920119, fen1.bg.cmc.msu.ru.10920119,2017-01-13 18:38,2017-01-13 18:40,2017-01-13 18:43,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,3, Completed
 fen1.bg.cmc.msu.ru.10920120, fen1.bg.cmc.msu.ru.10920120,2017-01-13 18:38,2017-01-13 18:41,2017-01-13 18:41,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920121, fen1.bg.cmc.msu.ru.10920121,2017-01-13 18:38,2017-01-13 18:41,2017-01-13 18:42,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920122, fen1.bg.cmc.msu.ru.10920122,2017-01-13 18:38,2017-01-13 18:44,2017-01-13 18:45,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920123, fen1.bg.cmc.msu.ru.10920123,2017-01-13 18:38,2017-01-13 18:45,2017-01-13 18:46,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920125, fen1.bg.cmc.msu.ru.10920125,2017-01-13 18:38,2017-01-13 18:45,2017-01-13 18:50,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,5, Removed
 fen1.bg.cmc.msu.ru.10920126, fen1.bg.cmc.msu.ru.10920126,2017-01-13 18:38,2017-01-13 18:47,2017-01-13 18:51,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,4, Completed
 fen1.bg.cmc.msu.ru.10920127, fen1.bg.cmc.msu.ru.10920127,2017-01-13 18:38,2017-01-13 18:53,2017-01-13 18:55,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,2, Completed
 fen1.bg.cmc.msu.ru.10920128, fen1.bg.cmc.msu.ru.10920128,2017-01-13 18:38,2017-01-13 18:51,2017-01-13 18:53,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,2, Completed
 fen1.bg.cmc.msu.ru.10920129, fen1.bg.cmc.msu.ru.10920129,2017-01-13 18:38,2017-01-13 18:57,2017-01-13 18:59,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,2, Completed
 fen1.bg.cmc.msu.ru.10920131, fen1.bg.cmc.msu.ru.10920131,2017-01-13 18:38,2017-01-13 18:55,2017-01-13 19:00,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,5, Removed
 fen1.bg.cmc.msu.ru.10920132, fen1.bg.cmc.msu.ru.10920132,2017-01-13 18:38,2017-01-13 19:00,2017-01-13 19:05,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,5, Removed
 fen1.bg.cmc.msu.ru.10920133, fen1.bg.cmc.msu.ru.10920133,2017-01-13 18:38,2017-01-13 19:02,2017-01-13 19:07,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,5, Removed
 fen1.bg.cmc.msu.ru.10920134, fen1.bg.cmc.msu.ru.10920134,2017-01-13 18:38,2017-01-13 18:51,2017-01-13 18:56,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,5, Completed
 fen1.bg.cmc.msu.ru.10920135, fen1.bg.cmc.msu.ru.10920135,2017-01-13 18:38,2017-01-13 18:59,2017-01-13 19:02,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,3, Completed
 fen1.bg.cmc.msu.ru.10920137, fen1.bg.cmc.msu.ru.10920137,2017-01-13 19:46,2017-01-13 19:46,2017-01-13 19:46,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920138, fen1.bg.cmc.msu.ru.10920138,2017-01-13 19:47,2017-01-13 19:47,2017-01-13 19:52,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,5, Removed
 fen1.bg.cmc.msu.ru.10920139, fen1.bg.cmc.msu.ru.10920139,2017-01-13 19:52,2017-01-13 19:52,2017-01-13 19:52,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920140, fen1.bg.cmc.msu.ru.10920140,2017-01-13 19:52,2017-01-13 19:52,2017-01-13 19:57,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,5, Removed
 fen1.bg.cmc.msu.ru.10920141, fen1.bg.cmc.msu.ru.10920141,2017-01-13 19:54,2017-01-13 19:54,2017-01-13 20:09,pseudo_cluster_user_29,pseudo_cluster_group_5,15,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,15, Completed
 fen1.bg.cmc.msu.ru.10920142, fen1.bg.cmc.msu.ru.10920142,2017-01-13 19:54,2017-01-13 19:57,2017-01-13 20:12,pseudo_cluster_user_29,pseudo_cluster_group_5,15,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,15, Removed
 fen1.bg.cmc.msu.ru.10920143, fen1.bg.cmc.msu.ru.10920143,2017-01-13 20:18,2017-01-13 20:18,2017-01-13 20:21,pseudo_cluster_user_29,pseudo_cluster_group_5,15,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,3, Completed
 fen1.bg.cmc.msu.ru.10920144, fen1.bg.cmc.msu.ru.10920144,2017-01-13 20:18,2017-01-13 20:18,2017-01-13 20:19,pseudo_cluster_user_29,pseudo_cluster_group_5,15,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920145, fen1.bg.cmc.msu.ru.10920145,2017-01-13 20:18,2017-01-13 20:20,2017-01-13 20:22,pseudo_cluster_user_29,pseudo_cluster_group_5,15,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,2, Completed
 fen1.bg.cmc.msu.ru.10920146, fen1.bg.cmc.msu.ru.10920146,2017-01-13 20:18,2017-01-13 20:26,2017-01-13 20:28,pseudo_cluster_user_29,pseudo_cluster_group_5,15,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,2, Completed
 fen1.bg.cmc.msu.ru.10920147, fen1.bg.cmc.msu.ru.10920147,2017-01-13 20:22,2017-01-13 20:28,2017-01-13 20:29,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920148, fen1.bg.cmc.msu.ru.10920148,2017-01-13 20:22,2017-01-13 20:29,2017-01-13 20:29,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920149, fen1.bg.cmc.msu.ru.10920149,2017-01-13 20:23,2017-01-13 20:29,2017-01-13 20:29,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920150, fen1.bg.cmc.msu.ru.10920150,2017-01-13 20:23,2017-01-13 20:29,2017-01-13 20:30,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920151, fen1.bg.cmc.msu.ru.10920151,2017-01-13 20:23,2017-01-13 20:30,2017-01-13 20:30,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920157, fen1.bg.cmc.msu.ru.10920157,2017-01-13 20:23,2017-01-13 20:30,2017-01-13 20:30,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920158, fen1.bg.cmc.msu.ru.10920158,2017-01-13 20:23,2017-01-13 20:30,2017-01-13 20:31,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920159, fen1.bg.cmc.msu.ru.10920159,2017-01-13 20:23,2017-01-13 20:31,2017-01-13 20:31,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920160, fen1.bg.cmc.msu.ru.10920160,2017-01-13 20:23,2017-01-13 20:31,2017-01-13 20:31,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920161, fen1.bg.cmc.msu.ru.10920161,2017-01-13 20:23,2017-01-13 20:31,2017-01-13 20:32,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920167, fen1.bg.cmc.msu.ru.10920167,2017-01-13 20:23,2017-01-13 20:32,2017-01-13 20:32,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920168, fen1.bg.cmc.msu.ru.10920168,2017-01-13 20:23,2017-01-13 20:32,2017-01-13 20:32,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920169, fen1.bg.cmc.msu.ru.10920169,2017-01-13 20:23,2017-01-13 20:32,2017-01-13 20:32,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920170, fen1.bg.cmc.msu.ru.10920170,2017-01-13 20:23,2017-01-13 20:32,2017-01-13 20:33,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920171, fen1.bg.cmc.msu.ru.10920171,2017-01-13 20:23,2017-01-13 20:33,2017-01-13 20:33,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920177, fen1.bg.cmc.msu.ru.10920177,2017-01-13 20:23,2017-01-13 20:33,2017-01-13 20:33,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920178, fen1.bg.cmc.msu.ru.10920178,2017-01-13 20:23,2017-01-13 20:33,2017-01-13 20:34,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920179, fen1.bg.cmc.msu.ru.10920179,2017-01-13 20:23,2017-01-13 20:34,2017-01-13 20:34,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920180, fen1.bg.cmc.msu.ru.10920180,2017-01-13 20:23,2017-01-13 20:34,2017-01-13 20:34,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920181, fen1.bg.cmc.msu.ru.10920181,2017-01-13 20:23,2017-01-13 20:34,2017-01-13 20:35,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920187, fen1.bg.cmc.msu.ru.10920187,2017-01-13 20:24,2017-01-13 20:35,2017-01-13 20:35,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920188, fen1.bg.cmc.msu.ru.10920188,2017-01-13 20:24,2017-01-13 20:35,2017-01-13 20:35,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920189, fen1.bg.cmc.msu.ru.10920189,2017-01-13 20:24,2017-01-13 20:35,2017-01-13 20:36,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920190, fen1.bg.cmc.msu.ru.10920190,2017-01-13 20:24,2017-01-13 20:36,2017-01-13 20:36,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920191, fen1.bg.cmc.msu.ru.10920191,2017-01-13 20:24,2017-01-13 20:36,2017-01-13 20:36,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920197, fen1.bg.cmc.msu.ru.10920197,2017-01-13 20:24,2017-01-13 20:36,2017-01-13 20:37,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920198, fen1.bg.cmc.msu.ru.10920198,2017-01-13 20:24,2017-01-13 20:37,2017-01-13 20:37,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920199, fen1.bg.cmc.msu.ru.10920199,2017-01-13 20:24,2017-01-13 20:37,2017-01-13 20:37,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920200, fen1.bg.cmc.msu.ru.10920200,2017-01-13 20:24,2017-01-13 20:38,2017-01-13 20:38,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920201, fen1.bg.cmc.msu.ru.10920201,2017-01-13 20:24,2017-01-13 20:38,2017-01-13 20:38,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920207, fen1.bg.cmc.msu.ru.10920207,2017-01-13 21:37,2017-01-13 21:37,2017-01-13 21:37,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920208, fen1.bg.cmc.msu.ru.10920208,2017-01-13 21:37,2017-01-13 21:38,2017-01-13 21:38,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920209, fen1.bg.cmc.msu.ru.10920209,2017-01-13 21:37,2017-01-13 21:38,2017-01-13 21:38,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920210, fen1.bg.cmc.msu.ru.10920210,2017-01-13 21:37,2017-01-13 21:38,2017-01-13 21:38,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920211, fen1.bg.cmc.msu.ru.10920211,2017-01-13 21:37,2017-01-13 21:38,2017-01-13 21:39,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920217, fen1.bg.cmc.msu.ru.10920217,2017-01-13 21:43,2017-01-13 21:43,2017-01-13 21:44,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920218, fen1.bg.cmc.msu.ru.10920218,2017-01-13 21:43,2017-01-13 21:44,2017-01-13 21:44,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920219, fen1.bg.cmc.msu.ru.10920219,2017-01-13 21:43,2017-01-13 21:44,2017-01-13 21:44,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920220, fen1.bg.cmc.msu.ru.10920220,2017-01-13 21:43,2017-01-13 21:44,2017-01-13 21:44,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920221, fen1.bg.cmc.msu.ru.10920221,2017-01-13 21:43,2017-01-13 21:44,2017-01-13 21:45,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920227, fen1.bg.cmc.msu.ru.10920227,2017-01-13 21:44,2017-01-13 21:45,2017-01-13 21:45,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920228, fen1.bg.cmc.msu.ru.10920228,2017-01-13 21:44,2017-01-13 21:45,2017-01-13 21:46,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
