id,name,time_submit,time_start,time_end,user,group,time_limit,required_cpus,used portion of time limit,avg_aborted_task,Average congestion,Average cpus,Duration (minutes),Wait time / time limit,Average time_limit,task_time,state
 fen1.bg.cmc.msu.ru.10919813, fen1.bg.cmc.msu.ru.10919813,2017-01-13 15:36,2017-01-13 15:41,2017-01-13 15:42,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919814, fen1.bg.cmc.msu.ru.10919814,2017-01-13 15:36,2017-01-13 15:42,2017-01-13 15:42,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919827, fen1.bg.cmc.msu.ru.10919827,2017-01-13 15:37,2017-01-13 15:38,2017-01-13 15:39,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919828, fen1.bg.cmc.msu.ru.10919828,2017-01-13 15:37,2017-01-13 15:39,2017-01-13 15:39,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919829, fen1.bg.cmc.msu.ru.10919829,2017-01-13 15:37,2017-01-13 15:39,2017-01-13 15:39,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919830, fen1.bg.cmc.msu.ru.10919830,2017-01-13 15:37,2017-01-13 15:39,2017-01-13 15:39,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919831, fen1.bg.cmc.msu.ru.10919831,2017-01-13 15:37,2017-01-13 15:40,2017-01-13 15:40,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919832, fen1.bg.cmc.msu.ru.10919832,2017-01-13 15:37,2017-01-13 15:40,2017-01-13 15:40,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919833, fen1.bg.cmc.msu.ru.10919833,2017-01-13 15:38,2017-01-13 15:40,2017-01-13 15:40,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919834, fen1.bg.cmc.msu.ru.10919834,2017-01-13 15:38,2017-01-13 15:40,2017-01-13 15:41,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919835, fen1.bg.cmc.msu.ru.10919835,2017-01-13 15:38,2017-01-13 15:41,2017-01-13 15:41,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919836, fen1.bg.cmc.msu.ru.10919836,2017-01-13 15:38,2017-01-13 15:41,2017-01-13 15:41,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919837, fen1.bg.cmc.msu.ru.10919837,2017-01-13 15:38,2017-01-13 15:42,2017-01-13 15:42,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919838, fen1.bg.cmc.msu.ru.10919838,2017-01-13 15:38,2017-01-13 15:42,2017-01-13 15:42,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919839, fen1.bg.cmc.msu.ru.10919839,2017-01-13 15:38,2017-01-13 15:43,2017-01-13 15:43,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Removed
 fen1.bg.cmc.msu.ru.10919840, fen1.bg.cmc.msu.ru.10919840,2017-01-13 15:38,2017-01-13 15:43,2017-01-13 15:43,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Removed
 fen1.bg.cmc.msu.ru.10919887, fen1.bg.cmc.msu.ru.10919887,2017-01-13 15:44,2017-01-13 15:44,2017-01-13 15:44,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919888, fen1.bg.cmc.msu.ru.10919888,2017-01-13 15:44,2017-01-13 15:44,2017-01-13 15:45,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919889, fen1.bg.cmc.msu.ru.10919889,2017-01-13 15:44,2017-01-13 15:44,2017-01-13 15:44,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919890, fen1.bg.cmc.msu.ru.10919890,2017-01-13 15:44,2017-01-13 15:44,2017-01-13 15:45,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919891, fen1.bg.cmc.msu.ru.10919891,2017-01-13 15:44,2017-01-13 15:45,2017-01-13 15:45,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919892, fen1.bg.cmc.msu.ru.10919892,2017-01-13 15:44,2017-01-13 15:45,2017-01-13 15:45,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919893, fen1.bg.cmc.msu.ru.10919893,2017-01-13 15:45,2017-01-13 15:45,2017-01-13 15:46,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919894, fen1.bg.cmc.msu.ru.10919894,2017-01-13 15:45,2017-01-13 15:46,2017-01-13 15:46,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919895, fen1.bg.cmc.msu.ru.10919895,2017-01-13 15:45,2017-01-13 15:46,2017-01-13 15:46,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919896, fen1.bg.cmc.msu.ru.10919896,2017-01-13 15:45,2017-01-13 15:46,2017-01-13 15:46,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919897, fen1.bg.cmc.msu.ru.10919897,2017-01-13 15:45,2017-01-13 15:46,2017-01-13 15:46,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919898, fen1.bg.cmc.msu.ru.10919898,2017-01-13 15:45,2017-01-13 15:45,2017-01-13 15:45,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919899, fen1.bg.cmc.msu.ru.10919899,2017-01-13 15:46,2017-01-13 15:46,2017-01-13 15:47,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919900, fen1.bg.cmc.msu.ru.10919900,2017-01-13 15:46,2017-01-13 15:46,2017-01-13 15:47,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919901, fen1.bg.cmc.msu.ru.10919901,2017-01-13 15:46,2017-01-13 15:47,2017-01-13 15:47,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919902, fen1.bg.cmc.msu.ru.10919902,2017-01-13 15:46,2017-01-13 15:47,2017-01-13 15:47,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919903, fen1.bg.cmc.msu.ru.10919903,2017-01-13 15:46,2017-01-13 15:47,2017-01-13 15:47,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919904, fen1.bg.cmc.msu.ru.10919904,2017-01-13 15:46,2017-01-13 15:47,2017-01-13 15:47,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919905, fen1.bg.cmc.msu.ru.10919905,2017-01-13 15:47,2017-01-13 15:48,2017-01-13 15:49,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919906, fen1.bg.cmc.msu.ru.10919906,2017-01-13 15:47,2017-01-13 15:49,2017-01-13 15:49,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919907, fen1.bg.cmc.msu.ru.10919907,2017-01-13 15:47,2017-01-13 15:50,2017-01-13 15:50,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919908, fen1.bg.cmc.msu.ru.10919908,2017-01-13 15:47,2017-01-13 15:50,2017-01-13 15:50,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919909, fen1.bg.cmc.msu.ru.10919909,2017-01-13 15:47,2017-01-13 15:50,2017-01-13 15:51,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919910, fen1.bg.cmc.msu.ru.10919910,2017-01-13 15:47,2017-01-13 15:51,2017-01-13 15:51,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919923, fen1.bg.cmc.msu.ru.10919923,2017-01-13 15:50,2017-01-13 15:50,2017-01-13 15:50,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919924, fen1.bg.cmc.msu.ru.10919924,2017-01-13 15:50,2017-01-13 15:51,2017-01-13 15:51,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919925, fen1.bg.cmc.msu.ru.10919925,2017-01-13 15:50,2017-01-13 15:51,2017-01-13 15:52,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919926, fen1.bg.cmc.msu.ru.10919926,2017-01-13 15:50,2017-01-13 15:51,2017-01-13 15:51,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919927, fen1.bg.cmc.msu.ru.10919927,2017-01-13 15:50,2017-01-13 15:51,2017-01-13 15:51,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919928, fen1.bg.cmc.msu.ru.10919928,2017-01-13 15:50,2017-01-13 15:52,2017-01-13 15:52,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919929, fen1.bg.cmc.msu.ru.10919929,2017-01-13 15:51,2017-01-13 15:52,2017-01-13 15:52,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919930, fen1.bg.cmc.msu.ru.10919930,2017-01-13 15:51,2017-01-13 15:52,2017-01-13 15:52,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919931, fen1.bg.cmc.msu.ru.10919931,2017-01-13 15:51,2017-01-13 15:52,2017-01-13 15:52,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919932, fen1.bg.cmc.msu.ru.10919932,2017-01-13 15:51,2017-01-13 15:52,2017-01-13 15:53,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919933, fen1.bg.cmc.msu.ru.10919933,2017-01-13 15:51,2017-01-13 15:53,2017-01-13 15:53,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919934, fen1.bg.cmc.msu.ru.10919934,2017-01-13 15:51,2017-01-13 15:53,2017-01-13 15:53,pseudo_cluster_user_37,pseudo_cluster_group_1,5,32,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919935, fen1.bg.cmc.msu.ru.10919935,2017-01-13 15:52,2017-01-13 15:55,2017-01-13 15:56,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919936, fen1.bg.cmc.msu.ru.10919936,2017-01-13 15:52,2017-01-13 15:55,2017-01-13 15:56,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919937, fen1.bg.cmc.msu.ru.10919937,2017-01-13 15:52,2017-01-13 15:54,2017-01-13 15:55,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919938, fen1.bg.cmc.msu.ru.10919938,2017-01-13 15:52,2017-01-13 15:54,2017-01-13 15:55,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919939, fen1.bg.cmc.msu.ru.10919939,2017-01-13 15:52,2017-01-13 15:56,2017-01-13 15:56,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919940, fen1.bg.cmc.msu.ru.10919940,2017-01-13 15:52,2017-01-13 15:56,2017-01-13 15:56,pseudo_cluster_user_37,pseudo_cluster_group_1,5,64,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919941, fen1.bg.cmc.msu.ru.10919941,2017-01-13 15:53,2017-01-13 15:57,2017-01-13 15:58,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919942, fen1.bg.cmc.msu.ru.10919942,2017-01-13 15:53,2017-01-13 15:59,2017-01-13 15:59,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919943, fen1.bg.cmc.msu.ru.10919943,2017-01-13 15:53,2017-01-13 15:59,2017-01-13 15:59,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919944, fen1.bg.cmc.msu.ru.10919944,2017-01-13 15:53,2017-01-13 15:59,2017-01-13 16:00,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10919945, fen1.bg.cmc.msu.ru.10919945,2017-01-13 15:53,2017-01-13 16:00,2017-01-13 16:00,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10919946, fen1.bg.cmc.msu.ru.10919946,2017-01-13 15:53,2017-01-13 16:00,2017-01-13 16:00,pseudo_cluster_user_37,pseudo_cluster_group_1,5,128,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920031, fen1.bg.cmc.msu.ru.10920031,2017-01-13 17:48,2017-01-13 17:48,2017-01-13 17:48,pseudo_cluster_user_36,pseudo_cluster_group_2,15,128,0.137,0.13,0.991,169.043,145.833,9.981,16.413,0, Completed
 fen1.bg.cmc.msu.ru.10920038, fen1.bg.cmc.msu.ru.10920038,2017-01-13 17:50,2017-01-13 17:50,2017-01-13 17:50,pseudo_cluster_user_36,pseudo_cluster_group_2,15,128,0.137,0.13,0.991,169.043,145.833,9.981,16.413,0, Completed
 fen1.bg.cmc.msu.ru.10920039, fen1.bg.cmc.msu.ru.10920039,2017-01-13 17:53,2017-01-13 17:53,2017-01-13 17:53,pseudo_cluster_user_36,pseudo_cluster_group_2,15,128,0.137,0.13,0.991,169.043,145.833,9.981,16.413,0, Completed
 fen1.bg.cmc.msu.ru.10920040, fen1.bg.cmc.msu.ru.10920040,2017-01-13 17:53,2017-01-13 17:53,2017-01-13 18:03,pseudo_cluster_user_36,pseudo_cluster_group_2,15,32,0.137,0.13,0.991,169.043,145.833,9.981,16.413,10, Completed
 fen1.bg.cmc.msu.ru.10920041, fen1.bg.cmc.msu.ru.10920041,2017-01-13 18:01,2017-01-14 00:56,2017-01-14 00:57,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920042, fen1.bg.cmc.msu.ru.10920042,2017-01-13 18:01,2017-01-14 00:56,2017-01-14 00:57,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920043, fen1.bg.cmc.msu.ru.10920043,2017-01-13 18:01,2017-01-14 00:57,2017-01-14 00:57,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920044, fen1.bg.cmc.msu.ru.10920044,2017-01-13 18:01,2017-01-14 00:57,2017-01-14 00:57,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920045, fen1.bg.cmc.msu.ru.10920045,2017-01-13 18:01,2017-01-14 00:57,2017-01-14 00:57,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920046, fen1.bg.cmc.msu.ru.10920046,2017-01-13 18:01,2017-01-14 00:57,2017-01-14 00:58,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920047, fen1.bg.cmc.msu.ru.10920047,2017-01-13 18:02,2017-01-14 00:58,2017-01-14 00:58,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920048, fen1.bg.cmc.msu.ru.10920048,2017-01-13 18:02,2017-01-14 00:58,2017-01-14 00:59,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920049, fen1.bg.cmc.msu.ru.10920049,2017-01-13 18:02,2017-01-14 00:58,2017-01-14 00:58,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920050, fen1.bg.cmc.msu.ru.10920050,2017-01-13 18:02,2017-01-14 00:58,2017-01-14 00:59,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920051, fen1.bg.cmc.msu.ru.10920051,2017-01-13 18:02,2017-01-14 00:59,2017-01-14 00:59,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920052, fen1.bg.cmc.msu.ru.10920052,2017-01-13 18:02,2017-01-14 00:59,2017-01-14 01:00,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920053, fen1.bg.cmc.msu.ru.10920053,2017-01-13 18:03,2017-01-14 01:00,2017-01-14 01:01,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920054, fen1.bg.cmc.msu.ru.10920054,2017-01-13 18:03,2017-01-14 01:01,2017-01-14 01:01,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920055, fen1.bg.cmc.msu.ru.10920055,2017-01-13 18:03,2017-01-14 01:01,2017-01-14 01:02,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920056, fen1.bg.cmc.msu.ru.10920056,2017-01-13 18:03,2017-01-14 01:02,2017-01-14 01:02,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920057, fen1.bg.cmc.msu.ru.10920057,2017-01-13 18:03,2017-01-14 01:02,2017-01-14 01:02,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920058, fen1.bg.cmc.msu.ru.10920058,2017-01-13 18:03,2017-01-14 01:03,2017-01-14 01:03,pseudo_cluster_user_37,pseudo_cluster_group_1,5,256,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920059, fen1.bg.cmc.msu.ru.10920059,2017-01-13 18:04,2017-01-14 00:59,2017-01-14 01:00,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920060, fen1.bg.cmc.msu.ru.10920060,2017-01-13 18:04,2017-01-14 01:00,2017-01-14 01:00,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920061, fen1.bg.cmc.msu.ru.10920061,2017-01-13 18:04,2017-01-14 01:00,2017-01-14 01:00,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920062, fen1.bg.cmc.msu.ru.10920062,2017-01-13 18:04,2017-01-14 01:00,2017-01-14 01:01,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,1, Completed
 fen1.bg.cmc.msu.ru.10920063, fen1.bg.cmc.msu.ru.10920063,2017-01-13 18:04,2017-01-14 01:01,2017-01-14 01:01,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920064, fen1.bg.cmc.msu.ru.10920064,2017-01-13 18:04,2017-01-14 01:02,2017-01-14 01:02,pseudo_cluster_user_37,pseudo_cluster_group_1,5,512,0.053,0.43,0.62,203.444,98.412,27.516,8.707,0, Completed
 fen1.bg.cmc.msu.ru.10920065, fen1.bg.cmc.msu.ru.10920065,2017-01-13 18:19,2017-01-13 18:19,2017-01-13 18:19,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920066, fen1.bg.cmc.msu.ru.10920066,2017-01-13 18:19,2017-01-13 18:19,2017-01-13 18:19,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920067, fen1.bg.cmc.msu.ru.10920067,2017-01-13 18:19,2017-01-13 18:19,2017-01-13 18:19,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920068, fen1.bg.cmc.msu.ru.10920068,2017-01-13 18:19,2017-01-13 18:20,2017-01-13 18:21,pseudo_cluster_user_29,pseudo_cluster_group_5,5,64,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920069, fen1.bg.cmc.msu.ru.10920069,2017-01-13 18:19,2017-01-13 18:24,2017-01-13 18:25,pseudo_cluster_user_29,pseudo_cluster_group_5,5,128,0.073,0.045,2.634,132.993,4.561,0.703,5.142,1, Completed
 fen1.bg.cmc.msu.ru.10920071, fen1.bg.cmc.msu.ru.10920071,2017-01-13 18:19,2017-01-13 18:20,2017-01-13 18:20,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
 fen1.bg.cmc.msu.ru.10920072, fen1.bg.cmc.msu.ru.10920072,2017-01-13 18:19,2017-01-13 18:20,2017-01-13 18:20,pseudo_cluster_user_29,pseudo_cluster_group_5,5,32,0.073,0.045,2.634,132.993,4.561,0.703,5.142,0, Completed
